link	university	language	plataform	title
http://ocw.uc3m.es/biblioteconomia-y-documentacion/gestion-de-recursos-en-bibliotecas-y-unidades-de-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Gestión de recursos en bibliotecas y unidades de información
http://ocw.uc3m.es/biblioteconomia-y-documentacion/industrias-de-la-lengua	Universidad Carlos III de Madrid	Spanish	eduCommons	Industrias de la lengua
http://ocw.uc3m.es/biblioteconomia-y-documentacion/la-biblioteca-en-la-palma-de-la-mano	Universidad Carlos III de Madrid	Spanish	eduCommons	La Biblioteca en la Palma de la Mano (2011)
http://ocw.uc3m.es/biblioteconomia-y-documentacion/organizacion-y-administracion-de-unidades-de-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Organización y administración de unidades de información
http://ocw.uc3m.es/biblioteconomia-y-documentacion/recursos-tecnologicos-en-la-biblioteca-digital	Universidad Carlos III de Madrid	Spanish	eduCommons	Recursos Tecnológicos en la Biblioteca Digital (2011)
http://ocw.uc3m.es/ciencia-e-oin/caracterizacion-de-materiales	Universidad Carlos III de Madrid	Spanish	eduCommons	Caracterización de materiales
http://ocw.uc3m.es/ciencia-e-oin/ceramicas-y-vidrios	Universidad Carlos III de Madrid	Spanish	eduCommons	Cerámicas y vidrios
http://ocw.uc3m.es/ciencia-e-oin/materials-science-and-engineering	Universidad Carlos III de Madrid	English	eduCommons	Materials Science and Engineering
http://ocw.uc3m.es/ciencia-e-oin/microscopia-de-fuerza-atomica	Universidad Carlos III de Madrid	Spanish	eduCommons	Microscopía de Fuerza Atómica
http://ocw.uc3m.es/ciencia-e-oin/quimica-de-los-materiales	Universidad Carlos III de Madrid	Spanish	eduCommons	Química de los materiales (2008)
http://ocw.uc3m.es/ciencia-e-oin/tecnologia-de-materiales-industriales	Universidad Carlos III de Madrid	Spanish	eduCommons	Tecnología de materiales industriales
http://ocw.uc3m.es/ciencia-e-oin/tecnologia-de-polvos	Universidad Carlos III de Madrid	Spanish	eduCommons	Tecnología de polvos
http://ocw.uc3m.es/cursos-cero/matematicas-aplicadas-a-las-ciencias-sociales	Universidad Carlos III de Madrid	Spanish	eduCommons	Matemáticas Aplicadas a las Ciencias Sociales (2011)
http://ocw.uc3m.es/cursos-cero/matematicas-basicas-en-ingenieria	Universidad Carlos III de Madrid	Spanish	eduCommons	Matemáticas Básicas en Ingeniería (2011)
http://ocw.uc3m.es/cursos-cero/matematicas-mathbridge	Universidad Carlos III de Madrid	Spanish	eduCommons	Matemática introductoria para el Grado en Ingeniería Informática (2011)
http://ocw.uc3m.es/cursos-cero/principios-basicos-de-fisica	Universidad Carlos III de Madrid	Spanish	eduCommons	Principios Básicos de Física (2011)
http://ocw.uc3m.es/cursos-cero/principios-basicos-de-quimica	Universidad Carlos III de Madrid	Spanish	eduCommons	Principios Básicos de Química (2011)
http://ocw.uc3m.es/derecho-administrativo/accion-administrativa	Universidad Carlos III de Madrid	Spanish	eduCommons	La Acción Administrativa en Sectores Específicos
http://ocw.uc3m.es/derecho-administrativo/contratacion-y-medios-de-las-administraciones-publicas	Universidad Carlos III de Madrid	Spanish	eduCommons	Contratación y Medios de las Administraciones Públicas
http://ocw.uc3m.es/derecho-administrativo/instituciones-basicas-del-derecho-administrativo	Universidad Carlos III de Madrid	Spanish	eduCommons	Instituciones Básicas del Derecho Administrativo
http://ocw.uc3m.es/derecho-administrativo/organizacion-y-actividad-de-las-administraciones-publicas	Universidad Carlos III de Madrid	Spanish	eduCommons	Organización y Actividad de las Administraciones Públicas
http://ocw.uc3m.es/derecho-eclesiastico-del-estado/derecho-y-religion-en-europa	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho y Religión en Europa
http://ocw.uc3m.es/derecho-privado/derecho-de-las-corporativas	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho de las Cooperativas
http://ocw.uc3m.es/derecho-privado/derecho-de-sociedades-curso-basico-sobre-la-sociedad-anonima	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho de Sociedades: curso básico sobre la Sociedad Anónima
http://ocw.uc3m.es/derecho-privado/la-tutela-de-los-consumidores-y-usuarios-ante-la-comunicacion-ilicita	Universidad Carlos III de Madrid	Spanish	eduCommons	La tutela de los consumidores y usuarios ante la comunicación ilícita
http://ocw.uc3m.es/derecho-privado/mujeres-de-la-literatura-y-la-historia-de-roma	Universidad Carlos III de Madrid	Spanish	eduCommons	Mujeres de la Literatura y la Historia de Roma
http://ocw.uc3m.es/derecho-procesal/introduccion-al-derecho-procesal	Universidad Carlos III de Madrid	Spanish	eduCommons	Introducción al Derecho Procesal
http://ocw.uc3m.es/derecho-social-e-internacional-privado/derecho-de-la-seguridad-social	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho de la Seguridad Social
http://ocw.uc3m.es/derecho-social-e-internacional-privado/derecho-del-trabajo-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho del Trabajo I
http://ocw.uc3m.es/derecho-social-e-internacional-privado/derecho-del-trabajo-y-de-la-seguridad-social-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho del Trabajo y de la Seguridad Social II
http://ocw.uc3m.es/derecho-social-e-internacional-privado/derecho-laboral-individual	Universidad Carlos III de Madrid	Spanish	eduCommons	Derecho Laboral Individual
http://ocw.uc3m.es/derecho-social-e-internacional-privado/teoria-de-las-relaciones-laborales	Universidad Carlos III de Madrid	Spanish	eduCommons	Teoría de las Relaciones Laborales
http://ocw.uc3m.es/economia-financiera-y-contabilidad/analisis-contable	Universidad Carlos III de Madrid	Spanish	eduCommons	Análisis contable
http://ocw.uc3m.es/economia-financiera-y-contabilidad/comportamiento-organizativo	Universidad Carlos III de Madrid	Spanish	eduCommons	Comportamiento Organizativo
http://ocw.uc3m.es/economia-financiera-y-contabilidad/contabilidad-para-la-alta-direccion	Universidad Carlos III de Madrid	Spanish	eduCommons	Contabilidad para la alta dirección
http://ocw.uc3m.es/economia-financiera-y-contabilidad/economia-de-la-empresa	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía de la empresa
http://ocw.uc3m.es/economia-financiera-y-contabilidad/economia-financiera	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía financiera
http://ocw.uc3m.es/economia-financiera-y-contabilidad/economia-financiera-1	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía Financiera (Grado)
http://ocw.uc3m.es/economia-financiera-y-contabilidad/financiacion-internacional	Universidad Carlos III de Madrid	Spanish	eduCommons	Financiación Internacional
http://ocw.uc3m.es/economia/economia-de-la-integracion-europea	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía de la Integración Europea
http://ocw.uc3m.es/economia/economia-de-las-telecomunicaciones	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía de las Telecomunicaciones
http://ocw.uc3m.es/economia/economia-de-los-recursos-naturales	Universidad Carlos III de Madrid	Spanish	eduCommons	Economía de los Recursos Naturales
http://ocw.uc3m.es/economia/fundamentos-de-la-economia	Universidad Carlos III de Madrid	Spanish	eduCommons	Fundamentos de la Economía
http://ocw.uc3m.es/estadistica/aprendizaje-del-software-estadistico-r-un-entorno-para-simulacion-y-computacion-estadistica	Universidad Carlos III de Madrid	Spanish	eduCommons	Aprendizaje del software estadístico R: un entorno para simulación y computación estadística
http://ocw.uc3m.es/estadistica/investigacion-operativa	Universidad Carlos III de Madrid	Spanish	eduCommons	Investigación Operativa
http://ocw.uc3m.es/estadistica/procesos-estocasticos-con-aplicaciones-al-ambito-empresarial	Universidad Carlos III de Madrid	Spanish	eduCommons	Procesos estocásticos con aplicaciones al ámbito empresarial
http://ocw.uc3m.es/filosofia-del-derecho/filosofia-politica	Universidad Carlos III de Madrid	Spanish	eduCommons	Filosofía Política
http://ocw.uc3m.es/filosofia-del-derecho/logica-de-la-argumentacion-juridica	Universidad Carlos III de Madrid	Spanish	eduCommons	Lógica y argumentación jurídica
http://ocw.uc3m.es/filosofia-del-derecho/teoria-e-historia-de-los-derechos-humanos	Universidad Carlos III de Madrid	Spanish	eduCommons	Teoría e Historia de los Derechos Fundamentales
http://ocw.uc3m.es/fisica/ampliacion-de-fisica	Universidad Carlos III de Madrid	Spanish	eduCommons	Ampliación de Física
http://ocw.uc3m.es/fisica/fisica	Universidad Carlos III de Madrid	Spanish	eduCommons	Física
http://ocw.uc3m.es/historia-del-derecho/historia-de-la-integracion-europea	Universidad Carlos III de Madrid	Spanish	eduCommons	Historia de la Integración Europea
http://ocw.uc3m.es/historia-del-derecho/historia-del-constitucionalismo-americano	Universidad Carlos III de Madrid	Spanish	eduCommons	Historia del Constitucionalismo Americano
http://ocw.uc3m.es/historia-del-derecho/historia-del-derecho	Universidad Carlos III de Madrid	Spanish	eduCommons	Historia del Derecho
http://ocw.uc3m.es/humanidades/la-sabana-santa-historia-ciencia-mito-y-realidad	Universidad Carlos III de Madrid	Spanish	eduCommons	La Sábana Santa: Historia, Ciencia, Mito y Realidad
http://ocw.uc3m.es/humanidades/lengua-espanola	Universidad Carlos III de Madrid	Spanish	eduCommons	Lengua Española
http://ocw.uc3m.es/humanidades/lengua-espanola-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Lengua Española II
http://ocw.uc3m.es/humanidades/tecnicas-de-expresion-oral-y-escrita	Universidad Carlos III de Madrid	Spanish	eduCommons	Técnicas de expresión oral y escrita
http://ocw.uc3m.es/ingenieria-de-organizacion/estructura-economica	Universidad Carlos III de Madrid	Spanish	eduCommons	Estructura económica
http://ocw.uc3m.es/ingenieria-de-sistemas-y-automatica/automatizacion-industrial	Universidad Carlos III de Madrid	Spanish	eduCommons	Automatización Industrial
http://ocw.uc3m.es/ingenieria-de-sistemas-y-automatica/senales-y-sistemas	Universidad Carlos III de Madrid	Spanish	eduCommons	Señales y Sistemas
http://ocw.uc3m.es/ingenieria-de-sistemas-y-automatica/sistemas-de-percepcion	Universidad Carlos III de Madrid	Spanish	eduCommons	Sistemas de Percepción
http://ocw.uc3m.es/ingenieria-electrica/accionamientos-electricos	Universidad Carlos III de Madrid	Spanish	eduCommons	Accionamientos Eléctricos
http://ocw.uc3m.es/ingenieria-electrica/circuitos-magneticos-y-transformadores	Universidad Carlos III de Madrid	Spanish	eduCommons	Circuitos Magnéticos y Transformadores
http://ocw.uc3m.es/ingenieria-electrica/maquinas-electricas-de-corriente-alterna	Universidad Carlos III de Madrid	Spanish	eduCommons	Máquinas Eléctricas de Corriente Alterna
http://ocw.uc3m.es/ingenieria-electrica/operacion-y-control-de-sistemas-electricos	Universidad Carlos III de Madrid	Spanish	eduCommons	Operación y control de sistemas eléctricos
http://ocw.uc3m.es/ingenieria-electrica/teoria-de-circuitos	Universidad Carlos III de Madrid	Spanish	eduCommons	Teoría de circuitos
http://ocw.uc3m.es/ingenieria-informatica/algorithms-and-data-structures	Universidad Carlos III de Madrid	English	eduCommons	Algorithms and Data Structures
http://ocw.uc3m.es/ingenieria-informatica/aprendizaje-automatico	Universidad Carlos III de Madrid	Spanish	eduCommons	Aprendizaje automático
http://ocw.uc3m.es/ingenieria-informatica/automated-planning	Universidad Carlos III de Madrid	English	eduCommons	Automated Planning
http://ocw.uc3m.es/ingenieria-informatica/components-based-software-design	Universidad Carlos III de Madrid	Spanish	eduCommons	Components Based Software Design
http://ocw.uc3m.es/ingenieria-informatica/computacion-biologica	Universidad Carlos III de Madrid	Spanish	eduCommons	Computación Biológica
http://ocw.uc3m.es/ingenieria-informatica/computer-structure	Universidad Carlos III de Madrid	Spanish	eduCommons	Computer Structure
http://ocw.uc3m.es/ingenieria-informatica/desarrollo-de-sistemas-de-informacion-corporativos	Universidad Carlos III de Madrid	Spanish	eduCommons	Desarrollo de sistemas de información corporativos
http://ocw.uc3m.es/ingenieria-informatica/diseno-basado-en-componentes	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño Basado en Componentes
http://ocw.uc3m.es/ingenieria-informatica/diseno-de-bases-de-datos	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño de Bases de Datos
http://ocw.uc3m.es/ingenieria-informatica/diseno-de-software-avanzado	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño de Software Avanzado
http://ocw.uc3m.es/ingenieria-informatica/diseno-y-administracion-de-bases-de-datos	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño y Administración de Bases de Datos
http://ocw.uc3m.es/ingenieria-informatica/estructura-de-computadores	Universidad Carlos III de Madrid	Spanish	eduCommons	Estructura de Computadores
http://ocw.uc3m.es/ingenieria-informatica/evitando-las-barreras-de-accesibilidad-en-la-sociedad-de-la-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Evitando las Barreras de Accesibilidad en la Sociedad de la Información
http://ocw.uc3m.es/ingenieria-informatica/ficheros	Universidad Carlos III de Madrid	Spanish	eduCommons	Ficheros
http://ocw.uc3m.es/ingenieria-informatica/ficheros-y-bases-de-datos	Universidad Carlos III de Madrid	Spanish	eduCommons	Ficheros y bases de datos
http://ocw.uc3m.es/ingenieria-informatica/fundamentos-de-bases-de-datos	Universidad Carlos III de Madrid	Spanish	eduCommons	Fundamentos de las Bases de Datos
http://ocw.uc3m.es/ingenieria-informatica/herramientas-de-la-inteligencia-artificial	Universidad Carlos III de Madrid	Spanish	eduCommons	Herramientas de la Inteligencia Artificial
http://ocw.uc3m.es/ingenieria-informatica/informatica	Universidad Carlos III de Madrid	Spanish	eduCommons	Informática
http://ocw.uc3m.es/ingenieria-informatica/informatica-de-gestion	Universidad Carlos III de Madrid	Spanish	eduCommons	Informática de Gestión
http://ocw.uc3m.es/ingenieria-informatica/information-engineering	Universidad Carlos III de Madrid	Spanish	eduCommons	Information Engineering
http://ocw.uc3m.es/ingenieria-informatica/ingeniera-del-software-iii	Universidad Carlos III de Madrid	Spanish	eduCommons	Ingeniera del Software III
http://ocw.uc3m.es/ingenieria-informatica/ingenieria-de-la-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Ingeniería de la Información
http://ocw.uc3m.es/ingenieria-informatica/inteligencia-artificial	Universidad Carlos III de Madrid	Spanish	eduCommons	Inteligencia Artificial
http://ocw.uc3m.es/ingenieria-informatica/inteligencia-artificial-2	Universidad Carlos III de Madrid	Spanish	eduCommons	Inteligencia Artificial (2)
http://ocw.uc3m.es/ingenieria-informatica/interfaces-de-usuario	Universidad Carlos III de Madrid	Spanish	eduCommons	Interfaces de Usuario
http://ocw.uc3m.es/ingenieria-informatica/language-processors	Universidad Carlos III de Madrid	English	eduCommons	Language Processors
http://ocw.uc3m.es/ingenieria-informatica/metodos-y-tecnicas-de-trabajo-corporativo	Universidad Carlos III de Madrid	Spanish	eduCommons	Métodos y Técnicas de Trabajo Corporativo
http://ocw.uc3m.es/ingenieria-informatica/planificacion-automatica	Universidad Carlos III de Madrid	Spanish	eduCommons	Planificación automática
http://ocw.uc3m.es/ingenieria-informatica/programacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Programación
http://ocw.uc3m.es/ingenieria-informatica/programming	Universidad Carlos III de Madrid	Spanish	eduCommons	Programming
http://ocw.uc3m.es/ingenieria-informatica/recuperacion-y-acceso-a-la-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Recuperación y Acceso a la Información
http://ocw.uc3m.es/ingenieria-informatica/redes-de-neuronas-artificiales	Universidad Carlos III de Madrid	Spanish	eduCommons	Redes de Neuronas Artificiales
http://ocw.uc3m.es/ingenieria-informatica/secure-electronic-commerce	Universidad Carlos III de Madrid	English	eduCommons	Secure Electronic Commerce
http://ocw.uc3m.es/ingenieria-informatica/seguridad-en-sistemas-distribuidos	Universidad Carlos III de Madrid	Spanish	eduCommons	Seguridad en Sistemas Distribuidos
http://ocw.uc3m.es/ingenieria-informatica/sistemas-avanzados-de-recuperacion-de-informacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Sistemas Avanzados de Recuperación de Información
http://ocw.uc3m.es/ingenieria-mecanica/astronomia-mecanica-celeste-y-exploracion-espacial	Universidad Carlos III de Madrid	Spanish	eduCommons	Astronomía, mecánica celeste y exploración espacial
http://ocw.uc3m.es/ingenieria-mecanica/calculo-de-maquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Cálculo de máquinas
http://ocw.uc3m.es/ingenieria-mecanica/diseno-de-maquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño de máquinas
http://ocw.uc3m.es/ingenieria-mecanica/diseno-mecanico-1	Universidad Carlos III de Madrid	Spanish	eduCommons	Diseño Mecánico
http://ocw.uc3m.es/ingenieria-mecanica/elementos-de-maquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Elementos de máquinas
http://ocw.uc3m.es/ingenieria-mecanica/ingenieria-de-transportes	Universidad Carlos III de Madrid	Spanish	eduCommons	Ingeniería de transportes
http://ocw.uc3m.es/ingenieria-mecanica/laboratorio-de-tecnologias-iv	Universidad Carlos III de Madrid	Spanish	eduCommons	Laboratorio de tecnologías IV
http://ocw.uc3m.es/ingenieria-mecanica/neumatica-y-oleohidraulica	Universidad Carlos III de Madrid	Spanish	eduCommons	Neumática y oleohidráulica
http://ocw.uc3m.es/ingenieria-mecanica/tecnologia-de-maquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Tecnología de máquinas
http://ocw.uc3m.es/ingenieria-mecanica/teoria-de-maquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Teoría de Máquinas
http://ocw.uc3m.es/ingenieria-mecanica/transport-engineering	Universidad Carlos III de Madrid	Spanish	eduCommons	Transport Engineering
http://ocw.uc3m.es/ingenieria-quimica/environmental-engineering	Universidad Carlos III de Madrid	English	eduCommons	Environmental Engineering
http://ocw.uc3m.es/ingenieria-quimica/ingenieria-ambiental	Universidad Carlos III de Madrid	Spanish	eduCommons	Ingeniería ambiental
http://ocw.uc3m.es/ingenieria-quimica/quimica-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Química II
http://ocw.uc3m.es/ingenieria-telematica/aplicaciones-moviles	Universidad Carlos III de Madrid	Spanish	eduCommons	Aplicaciones Móviles
http://ocw.uc3m.es/ingenieria-telematica/arquitectura-de-ordenadores	Universidad Carlos III de Madrid	Spanish	eduCommons	Arquitectura de ordenadores
http://ocw.uc3m.es/ingenieria-telematica/coding-techniques	Universidad Carlos III de Madrid	Spanish	eduCommons	Coding Techniques
http://ocw.uc3m.es/ingenieria-telematica/communication-software	Universidad Carlos III de Madrid	Spanish	eduCommons	Communication Software
http://ocw.uc3m.es/ingenieria-telematica/computacion-en-red	Universidad Carlos III de Madrid	Spanish	eduCommons	Computación en Red
http://ocw.uc3m.es/ingenieria-telematica/fundamentos-de-las-redes-de-comunicaciones-de-las-aplicaciones-a-los-bits	Universidad Carlos III de Madrid	Spanish	eduCommons	Fundamentos de las redes de comunicaciones: de las aplicaciones a los bits
http://ocw.uc3m.es/ingenieria-telematica/inteligencia-en-redes-de-comunicaciones	Universidad Carlos III de Madrid	Spanish	eduCommons	Inteligencia en Redes de Comunicaciones
http://ocw.uc3m.es/ingenieria-telematica/service-engineering-laboratory	Universidad Carlos III de Madrid	English	eduCommons	Service Engineering Laboratory
http://ocw.uc3m.es/ingenieria-telematica/software-de-comunicaciones	Universidad Carlos III de Madrid	Spanish	eduCommons	Software de Comunicaciones
http://ocw.uc3m.es/ingenieria-telematica/software-de-comunicaciones-1	Universidad Carlos III de Madrid	Spanish	eduCommons	Software de Comunicaciones (I.T.T.T.)
http://ocw.uc3m.es/ingenieria-telematica/telematica	Universidad Carlos III de Madrid	Spanish	eduCommons	Telemática
http://ocw.uc3m.es/ingenieria-telematica/web-2.0-and-web-3.0-technologies	Universidad Carlos III de Madrid	Spanish	eduCommons	Web 2.0 and Web 3.0 Technologies
http://ocw.uc3m.es/ingenieria-termica-y-de-fluidos/acustica-tecnica	Universidad Carlos III de Madrid	Spanish	eduCommons	Acústica Técnica
http://ocw.uc3m.es/ingenieria-termica-y-de-fluidos/turbomaquinas	Universidad Carlos III de Madrid	Spanish	eduCommons	Turbomáquinas
http://ocw.uc3m.es/matematicas/algebra	Universidad Carlos III de Madrid	Spanish	eduCommons	Álgebra
http://ocw.uc3m.es/matematicas/ampliacion-de-matematicas-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Ampliación de Matemáticas I
http://ocw.uc3m.es/matematicas/ampliacion-de-matematicas-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Ampliación de Matemáticas II
http://ocw.uc3m.es/matematicas/calculo-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Cálculo I
http://ocw.uc3m.es/matematicas/calculo-i-2	Universidad Carlos III de Madrid	Spanish	eduCommons	Cálculo I (Grado)
http://ocw.uc3m.es/matematicas/calculo-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Cálculo II
http://ocw.uc3m.es/matematicas/calculus-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Calculus I
http://ocw.uc3m.es/matematicas/calculus-ii	Universidad Carlos III de Madrid	Spanish	eduCommons	Calculus II
http://ocw.uc3m.es/matematicas/curso-cero-de-matematicas	Universidad Carlos III de Madrid	Spanish	eduCommons	Curso Cero de Matemáticas
http://ocw.uc3m.es/matematicas/ecuaciones-diferenciales-ordinarias	Universidad Carlos III de Madrid	Spanish	eduCommons	Ecuaciones Diferenciales Ordinarias
http://ocw.uc3m.es/matematicas/matematicas-acceso-a-universidad	Universidad Carlos III de Madrid	Spanish	eduCommons	Matemáticas para el acceso a la universidad
http://ocw.uc3m.es/matematicas/matematicas-aplicadas-a-las-ciencias-sociales	Universidad Carlos III de Madrid	Spanish	eduCommons	Matemáticas Aplicadas a las Ciencias Sociales
http://ocw.uc3m.es/mecanica-de-medios-continuos-y-teoria-de-estructuras/elasticidad-resistencia-de-materialesii	Universidad Carlos III de Madrid	Spanish	eduCommons	Elasticidad y Resistencia de Materiales II
http://ocw.uc3m.es/mecanica-de-medios-continuos-y-teoria-de-estructuras/elasticidad_resistencia_materialesi	Universidad Carlos III de Madrid	Spanish	eduCommons	Elasticidad y Resistencia de Materiales I
http://ocw.uc3m.es/mecanica-de-medios-continuos-y-teoria-de-estructuras/ingenieria-estructural	Universidad Carlos III de Madrid	Spanish	eduCommons	Ingeniería Estructural
http://ocw.uc3m.es/mecanica-de-medios-continuos-y-teoria-de-estructuras/mecanica-de-materiales-compuestos	Universidad Carlos III de Madrid	Spanish	eduCommons	Mecánica de Materiales Compuestos
http://ocw.uc3m.es/periodismo/documentacion-informativa	Universidad Carlos III de Madrid	Spanish	eduCommons	Documentación informativa
http://ocw.uc3m.es/periodismo/gestion-de-la-empresa-informativa	Universidad Carlos III de Madrid	Spanish	eduCommons	Gestión de la Empresa Informativa
http://ocw.uc3m.es/periodismo/periodismo-internacional-i-la-informacion-global	Universidad Carlos III de Madrid	Spanish	eduCommons	Periodismo Internacional I: la Información Global
http://ocw.uc3m.es/periodismo/periodismo-internacional-ii-las-grandes-organizaciones-mundiales	Universidad Carlos III de Madrid	Spanish	eduCommons	Periodismo Internacional II: Las Grandes Organizaciones Mundiales
http://ocw.uc3m.es/periodismo/radio-informativa	Universidad Carlos III de Madrid	Spanish	eduCommons	Radio Informativa
http://ocw.uc3m.es/periodismo/teoria-y-tecnica-de-la-programacion-televisiva	Universidad Carlos III de Madrid	Spanish	eduCommons	Teoría y técnica de la programación televisiva
http://ocw.uc3m.es/quimica-fisica/chemistry	Universidad Carlos III de Madrid	English	eduCommons	Chemistry
http://ocw.uc3m.es/quimica-fisica/quimica-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Química I
http://ocw.uc3m.es/tecnologia-electronica/circuitos-integrados-y-microelectronica	Universidad Carlos III de Madrid	Spanish	eduCommons	Circuitos Integrados y Microelectrónica
http://ocw.uc3m.es/tecnologia-electronica/componentes-y-circuitos-electronicos	Universidad Carlos III de Madrid	Spanish	eduCommons	Componentes y Circuitos Electrónicos
http://ocw.uc3m.es/tecnologia-electronica/digital-electronics	Universidad Carlos III de Madrid	Spanish	eduCommons	Digital Electronics
http://ocw.uc3m.es/tecnologia-electronica/electronic-components-and-circuits	Universidad Carlos III de Madrid	English	eduCommons	Electronic Components and Circuits
http://ocw.uc3m.es/tecnologia-electronica/electronic-instrumentation-and-laboratory-of-electronic-instrumentation	Universidad Carlos III de Madrid	Spanish	eduCommons	Electronic Instrumentation and Laboratory of Electronic Instrumentation
http://ocw.uc3m.es/tecnologia-electronica/electronica-de-potencia	Universidad Carlos III de Madrid	Spanish	eduCommons	Electrónica de potencia
http://ocw.uc3m.es/tecnologia-electronica/electronica-digital	Universidad Carlos III de Madrid	Spanish	eduCommons	Electrónica Digital
http://ocw.uc3m.es/tecnologia-electronica/feedback-electronics	Universidad Carlos III de Madrid	Spanish	eduCommons	Feedback Electronics
http://ocw.uc3m.es/tecnologia-electronica/instrumentacion-electronica-i	Universidad Carlos III de Madrid	Spanish	eduCommons	Instrumentación electrónica I
http://ocw.uc3m.es/tecnologia-electronica/integrated-circuits-and-microelectronics	Universidad Carlos III de Madrid	Spanish	eduCommons	Integrated Circuits and Microelectronics
http://ocw.uc3m.es/tecnologia-electronica/microprocessor-based-digital-system-from-bits-to-systems	Universidad Carlos III de Madrid	Spanish	eduCommons	Microprocessor Based Digital System: From Bits to Systems
http://ocw.uc3m.es/tecnologia-electronica/sistemas-digitales-basados-en-microprocesador-del-bit-al-sistema	Universidad Carlos III de Madrid	Spanish	eduCommons	Sistemas digitales basados en microprocesador: del bit al sistema
http://ocw.uc3m.es/tecnologia-electronica/sistemas-embebidos-basados-en-fpgas-para-instrumentacion	Universidad Carlos III de Madrid	Spanish	eduCommons	Sistemas Embebidos Basados en FPGAs para Instrumentación
http://ocw.uc3m.es/teoria-de-la-senal-y-comunicaciones/microondas-y-circuitos-de-alta-frecuencia	Universidad Carlos III de Madrid	Spanish	eduCommons	Microondas y Circuitos de Alta Frecuencia (2009)
http://ocwus.us.es/analisis-geografico-regional/pp	Universidad de Sevilla	Spanish	eduCommons	Análisis Geográfico del Turismo en Andalucía
http://ocwus.us.es/analisis-geografico-regional/pp-1	Universidad de Sevilla	Spanish	eduCommons	Regiones Turísticas Españolas
http://ocwus.us.es/analisis-matematico/pp	Universidad de Sevilla	Spanish	eduCommons	Metodos Matematicos de la Fisica II
http://ocwus.us.es/analisis-matematico/pp-1	Universidad de Sevilla	Spanish	eduCommons	Análisis Funcional
http://ocwus.us.es/analisis-matematico/pp-2	Universidad de Sevilla	Spanish	eduCommons	Cálculo Numérico III
http://ocwus.us.es/analisis-matematico/pp-3	Universidad de Sevilla	Spanish	eduCommons	Variable Compleja y Análisis de Fourier
http://ocwus.us.es/antropologia-social/metodos-y-tecnicas-de-investigacion-antropologica	Universidad de Sevilla	Spanish	eduCommons	Métodos y Técnicas de Investigación Antropológica
http://ocwus.us.es/arquitectura-e-ingenieria/experimentacion-en-quimica-i	Universidad de Sevilla	Spanish	eduCommons	Experimentación en Química I
http://ocwus.us.es/arquitectura-e-ingenieria/operaciones-basicas	Universidad de Sevilla	Spanish	eduCommons	Operaciones Básicas
http://ocwus.us.es/arquitectura-e-ingenieria/pp	Universidad de Sevilla	Spanish	eduCommons	Fundamentos de Química
http://ocwus.us.es/arquitectura-e-ingenieria/pp-1	Universidad de Sevilla	Spanish	eduCommons	Experimentación Química I
http://ocwus.us.es/auditoria-financiera-i-economia-financiera-y-contabilidad/pp	Universidad de Sevilla	Spanish	eduCommons	Gestión Financiera en el Sector Turístico
http://ocwus.us.es/biologia-celular/pp	Universidad de Sevilla	Spanish	eduCommons	Genética Humana
http://ocwus.us.es/biologia-celular/pp-1	Universidad de Sevilla	Spanish	eduCommons	Técnicas Experimentales en Biología Celular
http://ocwus.us.es/botanica/pp	Universidad de Sevilla	Spanish	eduCommons	Técnicas Experimentales en Botánica
